OrganizationIdentifier,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,HUCEightDigitCode,LatitudeMeasure,LongitudeMeasure,StateCode,CountyCode,ProviderName
EPA_R7_WQX,EPA_R7_WQX-HD11,Tipton Creek 1,River/Stream,7080207,42.441173,-93.520782,19,79,STORET
EPA_R7_WQX,EPA_R7_WQX-HD12,Unnamed,River/Stream,7080207,42.382047,-93.444244,19,83,STORET
EPA_R7_WQX,EPA_R7_WQX-HD13,Unnamed,River/Stream,7080207,42.368336,-93.357851,19,83,STORET
EPA_R7_WQX,EPA_R7_WQX-HD14,Unnamed,River/Stream,7080207,42.403127,-93.501808,19,79,STORET
EPA_R7_WQX,EPA_R7_WQX-HD15,New York Branch 1,River/Stream,7080207,42.406283,-93.540821,19,79,STORET
EPA_R7_WQX,EPA_R7_WQX-HD2,Tipton Creek 6,River/Stream,7080207,42.381022,-93.385824,19,83,STORET
EPA_R7_WQX,EPA_R7_WQX-HD3,Tipton Creek 5,River/Stream,7080207,42.38806,-93.424686,19,83,STORET
EPA_R7_WQX,EPA_R7_WQX-HD4,Tipton Creek 4,River/Stream,7080207,42.398182,-93.443677,19,83,STORET
EPA_R7_WQX,EPA_R7_WQX-HD5,New York Branch 4,River/Stream,7080207,42.39814,-93.474345,19,79,STORET
EPA_R7_WQX,EPA_R7_WQX-HD7,New York Branch 2,River/Stream,7080207,42.401997,-93.521313,19,79,STORET
EPA_R7_WQX,EPA_R7_WQX-HD8,Tipton Creek 3,River/Stream,7080207,42.408003,-93.463021,19,79,STORET
EPA_R7_WQX,EPA_R7_WQX-HD9,Tipton Creek 2,River/Stream,7080207,42.415798,-93.477396,19,79,STORET
EPA_R7_WQX,EPA_R7_WQX-NRR001,North Raccoon River 1,River/Stream,7100006,41.849423,-94.139807,19,49,STORET
EPA_R7_WQX,EPA_R7_WQX-NRR002,North Raccoon River 2,River/Stream,7100006,41.836955,-94.132746,19,49,STORET
EPA_R7_WQX,EPA_R7_WQX-NRR003,North Raccoon River 3,River/Stream,7100006,41.790393,-94.102325,19,49,STORET
EPA_R7_WQX,EPA_R7_WQX-NRR_01,North Raccoon River,River/Stream,7100006,41.849423,-94.139807,19,49,STORET
EPA_R7_WQX,EPA_R7_WQX-NRR_02,North Raccoon River,River/Stream,7100006,41.836955,-94.132746,19,49,STORET
EPA_R7_WQX,EPA_R7_WQX-NRR_03,North Raccoon River,River/Stream,7100006,41.790393,-94.102325,19,49,STORET
EPA_R7_WQX,EPA_R7_WQX-R7RAFT-MSK002,Iowa River at Pow-wow Grounds,River/Stream,7080208,41.967092,-92.63807,19,171,STORET
EPA_R7_WQX,EPA_R7_WQX-RC1,Drainage Ditch 31,River/Stream,7100006,42.324676,-94.877304,19,161,STORET
EPA_R7_WQX,EPA_R7_WQX-RC10,Unnamed,River/Stream,7100006,42.2532,-94.885138,19,161,STORET
EPA_R7_WQX,EPA_R7_WQX-RC11,Unnamed,River/Stream,7100006,42.25102,-94.936227,19,161,STORET
EPA_R7_WQX,EPA_R7_WQX-RC12,Unnamed,River/Stream,7100006,42.27389,-94.916693,19,161,STORET
EPA_R7_WQX,EPA_R7_WQX-RC13,Unnamed,River/Stream,7100006,42.297499,-94.935978,19,161,STORET
EPA_R7_WQX,EPA_R7_WQX-RC14,Unnamed,River/Stream,7100006,42.284008,-94.936115,19,161,STORET
EPA_R7_WQX,EPA_R7_WQX-RC15,North Raccoon River 5,River/Stream,7100006,42.285251,-94.858328,19,25,STORET
EPA_R7_WQX,EPA_R7_WQX-RC16,North Raccoon River 3,River/Stream,7100006,42.301216,-94.892158,19,161,STORET
EPA_R7_WQX,EPA_R7_WQX-RC17,North Raccoon River 4,River/Stream,7100006,42.294774,-94.916678,19,161,STORET
EPA_R7_WQX,EPA_R7_WQX-RC18,North Raccoon River 2,River/Stream,7100006,42.311184,-94.939809,19,161,STORET
EPA_R7_WQX,EPA_R7_WQX-RC19,Indian Creek,River/Stream,7100006,42.337259,-94.993777,19,161,STORET
EPA_R7_WQX,EPA_R7_WQX-RC2,Unnamed,River/Stream,7100006,42.310935,-94.924653,19,161,STORET
EPA_R7_WQX,EPA_R7_WQX-RC20,North Raccoon River 1,River/Stream,7100006,42.340086,-94.98561,19,161,STORET
EPA_R7_WQX,EPA_R7_WQX-RC3,Unnamed,River/Stream,7100006,42.325451,-94.929648,19,161,STORET
EPA_R7_WQX,EPA_R7_WQX-RC4,Drainage Ditch 25,River/Stream,7100006,42.339987,-94.925602,19,161,STORET
EPA_R7_WQX,EPA_R7_WQX-RC5,Unnamed,River/Stream,7100006,42.354421,-94.930343,19,161,STORET
EPA_R7_WQX,EPA_R7_WQX-RC6,Unnamed,River/Stream,7100006,42.32562,-94.951668,19,161,STORET
EPA_R7_WQX,EPA_R7_WQX-RC7,Unnamed,River/Stream,7100006,42.322349,-94.896843,19,161,STORET
EPA_R7_WQX,EPA_R7_WQX-RC8,Unnamed,River/Stream,7100006,42.262135,-94.890647,19,161,STORET
EPA_R7_WQX,EPA_R7_WQX-RC9,Unnamed,River/Stream,7100006,42.256093,-94.91671,19,161,STORET
ERG,ERG-DM1,Des Moines River Watershed 1,River/Stream,7100002,43.0672,-94.4844,19,147,STORET
ERG,ERG-DM10,Des Moines River Watershed 10,River/Stream,7100002,43.1119,-94.5268,19,147,STORET
ERG,ERG-DM11,Des Moines River Watershed 11,River/Stream,7100002,43.1262,-94.5267,19,147,STORET
ERG,ERG-DM12,Des Moines River Watershed 12,River/Stream,7100002,43.1408,-94.5089,19,147,STORET
ERG,ERG-DM2,Des Moines River Watershed 2,River/Stream,7100002,43.067,-94.4611,19,147,STORET
ERG,ERG-DM3,Des Moines River Watershed 3,River/Stream,7100002,43.0527,-94.4742,19,147,STORET
ERG,ERG-DM4,Des Moines River Watershed 4,River/Stream,7100002,43.0527,-94.4702,19,147,STORET
ERG,ERG-DM5,Des Moines River Watershed 5,River/Stream,7100002,43.083,-94.4982,19,147,STORET
ERG,ERG-DM6,Des Moines River Watershed 6,River/Stream,7100002,43.083,-94.467,19,147,STORET
ERG,ERG-DM7,Des Moines River Watershed 7,River/Stream,7100002,43.0974,-94.5137,19,147,STORET
ERG,ERG-DM8,Des Moines River Watershed 8,River/Stream,7100002,43.0974,-94.4969,19,147,STORET
ERG,ERG-DM9,Des Moines River Watershed 9,River/Stream,7100002,43.1121,-94.5007,19,147,STORET
ERG,ERG-HD1,Hardin County 1,River/Stream,7080207,42.3709,-93.3467,19,83,STORET
ERG,ERG-HD10,Hardin County 10,River/Stream,7080207,42.4284,-93.5213,19,79,STORET
ERG,ERG-HD11,Hardin County 11,River/Stream,7080207,42.441,-93.5207,19,79,STORET
ERG,ERG-HD12,Hardin County 12,River/Stream,7080207,42.382,-93.4443,19,83,STORET
ERG,ERG-HD13,Hardin County 13,River/Stream,7080207,42.3683,-93.3578,19,83,STORET
ERG,ERG-HD14,Hardin County 14,River/Stream,7080207,42.4029,-93.5019,19,79,STORET
ERG,ERG-HD15,Hardin County 15,River/Stream,7080207,42.406,-93.5406,19,79,STORET
ERG,ERG-HD2,Hardin County 2,River/Stream,7080207,42.3808,-93.3859,19,83,STORET
ERG,ERG-HD3,Hardin County 3,River/Stream,7080207,42.388,-93.4246,19,83,STORET
ERG,ERG-HD4,Hardin County 4,River/Stream,7080207,42.3981,-93.4436,19,83,STORET
ERG,ERG-HD5,Hardin County 5,River/Stream,7080207,42.398,-93.4742,19,79,STORET
ERG,ERG-HD7,Hardin County 7,River/Stream,7080207,42.4019,-93.5211,19,79,STORET
ERG,ERG-HD9,Hardin County 9,River/Stream,7080207,42.4158,-93.4774,19,79,STORET
ERG,ERG-RC1,Racoon River Watershed 1,River/Stream,7100006,42.3247,-94.8774,19,161,STORET
ERG,ERG-RC10,Racoon River Watershed 10,River/Stream,7100006,42.2527,-94.8851,19,161,STORET
ERG,ERG-RC11,Racoon River Watershed 11,River/Stream,7100006,42.251119,-94.936162,19,161,STORET
ERG,ERG-RC12,Racoon River Watershed 12,River/Stream,7100006,42.2737,-94.9165,19,161,STORET
ERG,ERG-RC13,Racoon River Watershed 13,River/Stream,7100006,42.2971,-94.9359,19,161,STORET
ERG,ERG-RC14,Racoon River Watershed 14,River/Stream,7100006,42.2838,-94.9359,19,161,STORET
ERG,ERG-RC15,Racoon River Watershed 15,River/Stream,7100006,42.2849,-94.8579,19,25,STORET
ERG,ERG-RC16,Racoon River Watershed 16,River/Stream,7100006,42.3014,-94.8922,19,161,STORET
ERG,ERG-RC17,Racoon River Watershed 17,River/Stream,7100006,42.2946,-94.9166,19,161,STORET
ERG,ERG-RC18,Racoon River Watershed 18,River/Stream,7100006,42.311,-94.9399,19,161,STORET
ERG,ERG-RC19,Racoon River Watershed 19,River/Stream,7100006,42.3373,-94.9935,19,161,STORET
ERG,ERG-RC2,Racoon River Watershed 2,River/Stream,7100006,42.3108,-94.9246,19,161,STORET
ERG,ERG-RC20,Racoon River Watershed 20,River/Stream,7100006,42.34,-94.9858,19,161,STORET
ERG,ERG-RC3,Racoon River Watershed 3,River/Stream,7100006,42.3254,-94.9296,19,161,STORET
ERG,ERG-RC4,Racoon River Watershed 4,River/Stream,7100006,42.3399,-94.9256,19,161,STORET
ERG,ERG-RC5,Racoon River Watershed 5,River/Stream,7100006,42.354328,-94.930357,19,161,STORET
ERG,ERG-RC6,Racoon River Watershed 6,River/Stream,7100006,42.3256,-94.9516,19,161,STORET
ERG,ERG-RC7,Racoon River Watershed 7,River/Stream,7100006,42.2645,-94.8869,19,161,STORET
ERG,ERG-RC8,Racoon River Watershed 8,River/Stream,7100006,42.2645177,-94.8869694,19,161,STORET
ERG,ERG-RC9,Racoon River Watershed 9,River/Stream,7100006,42.2559,-94.9166,19,161,STORET
MESKWAKI_DNR,MESKWAKI_DNR-Site 1,Iowa River- Montour,River/Stream Perennial,7080208,41.9869,-92.7009,19,171,STORET
MESKWAKI_DNR,MESKWAKI_DNR-Site 1 Duplicate,Iowa River- Montour,River/Stream Perennial,7080208,41.9869,-92.7009,19,171,STORET
MESKWAKI_DNR,MESKWAKI_DNR-Site 2,Upper Onion Creek,River/Stream Perennial,7080208,41.9987,-92.6708,19,171,STORET
MESKWAKI_DNR,MESKWAKI_DNR-Site 3,Lower Onion Creek,River/Stream Perennial,7080208,41.9848,-92.6724,19,171,STORET
MESKWAKI_DNR,MESKWAKI_DNR-Site 4,Raven Creek,River/Stream Perennial,7080208,41.9649,-92.6699,19,171,STORET
MESKWAKI_DNR,MESKWAKI_DNR-Site 5,Ia River Powwow Grounds,River/Stream Perennial,7080208,41.9671,-92.6386,19,171,STORET
MESKWAKI_DNR,MESKWAKI_DNR-Site 6,Bennet Creek,River/Stream Perennial,7080208,41.9557,-92.6393,19,171,STORET
MESKWAKI_DNR,MESKWAKI_DNR-Site 7,Iowa River East Boundary,River/Stream Perennial,7080208,41.9565,-92.5972,19,171,STORET
MESKWAKI_DNR,MESKWAKI_DNR-Site 7 Duplicate,Iowa River East Boundary,River/Stream Perennial,7080208,41.9565,-92.5972,19,171,STORET
MESKWAKI_DNR,MESKWAKI_DNR-Site 8,Cattail Creek,River/Stream Intermittent,7080208,41.9738,-92.6274,19,171,STORET
MNPCA,MNPCA-S000-097,ROCK RIVER BR ON STATELINE RD 10 MI S OF LUVERNE,River/Stream,10170204,43.500194,-96.184556,19,119,STORET
PCCB_WQX,PCCB_WQX-925036,BBV 925036,River/Stream,7100004,41.7421,-93.8242,19,49,STORET
PCCB_WQX,PCCB_WQX-977003,YYD 977003,River/Stream,7100008,41.5468,-93.5947,19,153,STORET
PCCB_WQX,PCCB_WQX-977012,GLU 977012,River/Stream,7100006,41.5622,-93.6411,19,153,STORET
PCCB_WQX,PCCB_WQX-977029,JJR 977029,River/Stream,7100006,41.5678,-93.7509,19,153,STORET
PCCB_WQX,PCCB_WQX-977043,FFM 977043,River/Stream,7100008,41.629673,-93.548072,19,153,STORET
PCCB_WQX,PCCB_WQX-977059,BBV 977059,River/Stream,7100004,41.73909,-93.78512,19,153,STORET
PCCB_WQX,PCCB_WQX-977060,BBV 977060,River/Stream,7100004,41.68825,-93.73555,19,153,STORET
PCCB_WQX,PCCB_WQX-977061,BBV 977061,River/Stream,7100004,41.65354,-93.69717,19,153,STORET
PCCB_WQX,PCCB_WQX-977062,BBV 977062,River/Stream,7100004,41.66663,-93.72225,19,153,STORET
PCCB_WQX,PCCB_WQX-977063,BBV 977063,River/Stream,7100004,41.66165,-93.71644,19,153,STORET
PCCB_WQX,PCCB_WQX-977065,DBR 977065,River/Stream,7100004,41.6118,-93.61242,19,153,STORET
PCCB_WQX,PCCB_WQX-977066,CCM 977066,River/Stream,7100008,41.63703,-93.37826,19,153,STORET
PCCB_WQX,PCCB_WQX-977067,CCM 977067,River/Stream,7100008,41.57993,-93.35662,19,153,STORET
PCCB_WQX,PCCB_WQX-977068,DSM 977068,River/Stream,7100008,41.57773,-93.60556,19,153,STORET
PCCB_WQX,PCCB_WQX-977070,DDM 977070,River/Stream,7100004,41.68048,-93.66878,19,153,STORET
PCCB_WQX,PCCB_WQX-977071,FFM 977071,River/Stream,7100004,41.6393,-93.62586,19,153,STORET
PCCB_WQX,PCCB_WQX-977072,FFM 977072,River/Stream,7100008,41.84965,-93.65797,19,153,STORET
PCCB_WQX,PCCB_WQX-977073,FFM 977073,River/Stream,7100008,41.58989,-93.52807,19,153,STORET
PCCB_WQX,PCCB_WQX-977074,FFM 977074,River/Stream,7100008,41.82036,-93.62454,19,153,STORET
PCCB_WQX,PCCB_WQX-977075,FFM 977075,River/Stream,7100008,41.77674,-93.59312,19,153,STORET
PCCB_WQX,PCCB_WQX-977076,FFM 977076,River/Stream,7100008,41.74826,-93.58104,19,153,STORET
PCCB_WQX,PCCB_WQX-977077,FFM 977077,River/Stream,7100008,41.71715,-93.56962,19,153,STORET
PCCB_WQX,PCCB_WQX-977078,FFM 977078,River/Stream,7100008,41.70261,-93.55587,19,153,STORET
PCCB_WQX,PCCB_WQX-977079,FFM 977079,River/Stream,7100008,41.6586,-93.54573,19,153,STORET
PCCB_WQX,PCCB_WQX-977080,FFM 977080,River/Stream,7100008,41.6295,-93.54808,19,153,STORET
PCCB_WQX,PCCB_WQX-977081,FFM 977081,River/Stream,7100008,41.61385,-93.54544,19,153,STORET
PCCB_WQX,PCCB_WQX-977082,FFR 977082,River/Stream,7100006,41.53583,-93.67422,19,153,STORET
PCCB_WQX,PCCB_WQX-977083,FFR 977083,River/Stream,7100006,41.55552,-93.68018,19,153,STORET
PCCB_WQX,PCCB_WQX-977084,GLU 977084,River/Stream,7100006,41.56218,-93.64114,19,153,STORET
PCCB_WQX,PCCB_WQX-977085,JJR 977085,River/Stream,7100006,41.5742,-93.78019,19,153,STORET
PCCB_WQX,PCCB_WQX-977086,JJR 977086,River/Stream,7100006,41.56426,-93.73553,19,153,STORET
PCCB_WQX,PCCB_WQX-977087,FLH 977087,River/Stream,7100008,41.58745,-93.54458,19,153,STORET
PCCB_WQX,PCCB_WQX-977088,Unnamed Creek,River/Stream,7100008,41.61498,-93.57166,19,153,STORET
PCCB_WQX,PCCB_WQX-977089,Unnamed Creek,River/Stream,7100008,41.58395,-93.55184,19,153,STORET
PCCB_WQX,PCCB_WQX-977090,FLF 977090,River/Stream,7100008,41.64386,-93.47821,19,153,STORET
PCCB_WQX,PCCB_WQX-977091,FLF 977091,River/Stream,7100008,41.60732,-93.50325,19,153,STORET
PCCB_WQX,PCCB_WQX-977092,MMD 977092,River/Stream,7100008,41.67896,-93.46463,19,153,STORET
PCCB_WQX,PCCB_WQX-977093,MMD 977093,River/Stream,7100008,41.62953,-93.42747,19,153,STORET
PCCB_WQX,PCCB_WQX-977094,MMD 977094,River/Stream,7100008,41.55074,-93.3864,19,153,STORET
PCCB_WQX,PCCB_WQX-977095,WNW 977095,River/Stream,7100006,41.61772,-93.72367,19,153,STORET
PCCB_WQX,PCCB_WQX-977096,WNW 977096,River/Stream,7100006,41.6208,-93.7122,19,153,STORET
PCCB_WQX,PCCB_WQX-977097,WNW 977097,River/Stream,7100006,41.6582295,-93.7682118,19,153,STORET
PCCB_WQX,PCCB_WQX-977098,WNW 977098,River/Stream,7100006,41.65823,-93.76821,19,153,STORET
PCCB_WQX,PCCB_WQX-977099,WNW 977099,River/Stream,7100006,41.62931,-93.74163,19,153,STORET
PCCB_WQX,PCCB_WQX-977100,WNW 977100,River/Stream,7100006,41.61471,-93.72648,19,153,STORET
PCCB_WQX,PCCB_WQX-977101,WNW 977101,River/Stream,7100006,41.60933,-93.7211,19,153,STORET
PCCB_WQX,PCCB_WQX-977102,WNW 977102,River/Stream,7100006,41.59886,-93.71889,19,153,STORET
PCCB_WQX,PCCB_WQX-977103,DSM 977103,River/Stream,7100004,41.61911,-93.64213,19,153,STORET
PCCB_WQX,PCCB_WQX-977104,RRC 977104,River/Stream,7100004,41.74637,-93.64892,19,153,STORET
PCCB_WQX,PCCB_WQX-977105,RRC 977105,River/Stream,7100004,41.71896,-93.64766,19,153,STORET
PCCB_WQX,PCCB_WQX-977106,SSY 977106,River/Stream,7100004,41.69259,-93.62177,19,153,STORET
PCCB_WQX,PCCB_WQX-977107,SSP 977107,River/Stream,7100008,41.60512,-93.44485,19,153,STORET
PCCB_WQX,PCCB_WQX-977108,SSP 977108,River/Stream,7100008,41.55108,-93.44607,19,153,STORET
PCCB_WQX,PCCB_WQX-977109,WWG 977109,River/Stream,7100006,41.5912,-93.69872,19,153,STORET
PCCB_WQX,PCCB_WQX-977110,WWL 977110,River/Stream,7100006,41.61485,-93.79537,19,153,STORET
PCCB_WQX,PCCB_WQX-977111,WWL 977111,River/Stream,7100006,41.61019,-93.7749,19,153,STORET
PCCB_WQX,PCCB_WQX-977112,WWL 977112,River/Stream,7100006,41.60967,-93.75572,19,153,STORET
PCCB_WQX,PCCB_WQX-977113,WWL 977113,River/Stream,7100006,41.60211,-93.73635,19,153,STORET
PCCB_WQX,PCCB_WQX-977114,WWL 977114,River/Stream,7100006,41.59845,-93.71816,19,153,STORET
PCCB_WQX,PCCB_WQX-977115,WWL 977115,River/Stream,7100006,41.58262,-93.70281,19,153,STORET
PCCB_WQX,PCCB_WQX-977116,YYD 977116,River/Stream,7100008,41.53779,-93.63054,19,153,STORET
PCCB_WQX,PCCB_WQX-977117,YYD 977117,River/Stream,7100008,41.54204,-93.58338,19,153,STORET
PCCB_WQX,PCCB_WQX-977118,Raccoon River,River/Stream,7100006,41.57409,-93.64819,19,153,STORET
PCCB_WQX,PCCB_WQX-977119,DSM 977119,River/Stream,7100004,41.61846,-93.64303,19,153,STORET
PCCB_WQX,PCCB_WQX-977120,BBV 977120,River/Stream,7100004,41.7394,-93.7851,19,153,STORET
PCCB_WQX,PCCB_WQX-977121,BLB 977121,River/Stream,7100004,41.70629444,-93.7465833,19,153,STORET
PCCB_WQX,PCCB_WQX-977125,BBV 977125,River/Stream,7100004,41.6727,-93.7257,19,153,STORET
PCCB_WQX,PCCB_WQX-977147,WWL 977147,River/Stream,7100006,41.5932,-93.7129,19,153,STORET
PCCB_WQX,PCCB_WQX-977150,JJR 977150,River/Stream,7100006,41.5586,-93.7268,19,153,STORET
PCCB_WQX,PCCB_WQX-977152,CCM 977152,River/Stream,7100008,41.6427,-93.3799,19,153,STORET
PCCB_WQX,PCCB_WQX-977156,CCM 977156,River/Stream,7100008,41.53909,-93.33851,19,153,STORET
PCCB_WQX,PCCB_WQX-977157,BLB 977157,River/Stream,7100004,41.70456,-93.79457,19,153,STORET
PCCB_WQX,PCCB_WQX-977158,BLB 977158,River/Stream,7100004,41.70921,-93.75556,19,153,STORET
PCCB_WQX,PCCB_WQX-977159,BLB 977159,River/Stream,7100004,41.69543,-93.73662,19,153,STORET
PCCB_WQX,PCCB_WQX-977160,BBV 977160,River/Stream,7100004,41.65259,-93.68721,19,153,STORET
PCCB_WQX,PCCB_WQX-977161,BCL 977161,Lake,7100004,41.81192,-93.73736,19,153,STORET
PCCB_WQX,PCCB_WQX-977163,GLL 977163,Lake,7100006,41.56896,-93.63835,19,153,STORET
PCCB_WQX,PCCB_WQX-977164,SLL 977164,Lake,7100004,41.75864,-93.74703,19,153,STORET
PCCB_WQX,PCCB_WQX-977165,DWP 977165,River/Stream,7100006,41.59818,-93.68876,19,153,STORET
PCCB_WQX,PCCB_WQX-977167,DGP 977167,River/Stream,7100006,41.57949,-93.68206,19,153,STORET
PCCB_WQX,PCCB_WQX-977168,DWP 977168,River/Stream,7100004,41.60799,-93.66373,19,153,STORET
PCCB_WQX,PCCB_WQX-977169,DGP 977169,River/Stream,7100008,41.61525,-93.55834,19,153,STORET
PCCB_WQX,PCCB_WQX-977170,DMP 977170,River/Stream,7100006,41.56875,-93.6238,19,153,STORET
PCCB_WQX,PCCB_WQX-977171,DHR 977171,River/Stream,7100006,41.549,-93.65317,19,153,STORET
PCCB_WQX,PCCB_WQX-977173,DDP 977173,River/Stream,7100008,41.58058,-93.57211,19,153,STORET
PCCB_WQX,PCCB_WQX-977189,SSY 977189,River/Stream,7100004,41.7171,-93.6232,19,153,STORET
PCCB_WQX,PCCB_WQX-977192,BBG 977192,River/Stream,7100004,41.77987,-93.71081,19,153,STORET
PCCB_WQX,PCCB_WQX-977196,RRO 977196,River/Stream,7100004,41.7526,-93.6505,19,153,STORET
PCCB_WQX,PCCB_WQX-977197,WWL 977197,River/Stream,7100006,41.5757,-93.6961,19,153,STORET
PCCB_WQX,PCCB_WQX-977199,JJR 977199,River/Stream,7100006,41.5706,-93.73193,19,153,STORET
PCCB_WQX,PCCB_WQX-977200,WWL 977200,River/Stream,7100006,41.60991,-93.75517,19,153,STORET
PCCB_WQX,PCCB_WQX-977214,JPP 977214,River/Stream,7100004,41.7864,-93.79259,19,153,STORET
PCCB_WQX,PCCB_WQX-977221,CCP 977221,River/Stream,7100008,41.60163,-93.52805,19,153,STORET
PCCB_WQX,PCCB_WQX-977222,SSP 977222,River/Stream,7100008,41.58128,-93.44315,19,153,STORET
PCCB_WQX,PCCB_WQX-977223,WWL 977223,River/Stream,7100006,41.67779,-93.85293,19,49,STORET
PCCB_WQX,PCCB_WQX-977224,WWL 977224,River/Stream,7100006,41.6293,-93.81442,19,153,STORET
PCCB_WQX,PCCB_WQX-977225,WLW 977225,River/Stream,7100006,41.63927,-93.85279,19,49,STORET
PCCB_WQX,PCCB_WQX-977242,SSP 977242,River/Stream,7100008,41.5992,-93.4502,19,153,STORET
PCCB_WQX,PCCB_WQX-977252,WNW  977252,River/Stream,7100006,41.616,-93.7264,19,153,STORET
PCCB_WQX,PCCB_WQX-977270,JJR 977270,River/Stream,7100006,41.5741,-93.7747,19,153,STORET
PCCB_WQX,PCCB_WQX-977273,YYD 977273,River/Stream,7100008,41.5371,-93.633,19,153,STORET
PCCB_WQX,PCCB_WQX-977275,ELO 977275,River/Stream,7100008,41.5494,-93.5538,19,153,STORET
PCCB_WQX,PCCB_WQX-977300,JPW 977300,River/Stream,7100004,41.788,-93.7913,19,153,STORET
PCCB_WQX,PCCB_WQX-977301,FFM 977301,River/Stream,7100008,41.7611,-93.5906,19,153,STORET
PCCB_WQX,PCCB_WQX-977302,MMD 977302,River/Stream,7100008,41.529,-93.3767,19,153,STORET
PCCB_WQX,PCCB_WQX-977303,MMD 977303,River/Stream,7100008,41.673,-93.4552,19,153,STORET
PCCB_WQX,PCCB_WQX-977304,MMD 977304,River/Stream,7100008,41.63335,-93.412267,19,153,STORET
PCCB_WQX,PCCB_WQX-977305,YYD 977305,River/Stream,7100008,41.537,-93.6159,19,153,STORET
PCCB_WQX,PCCB_WQX-977306,CBL 977306,River/Stream,7080105,41.77698,-93.3961,19,153,STORET
PCCB_WQX,PCCB_WQX-977307,CCR 977307,River/Stream,7080105,41.795,-93.4113,19,153,STORET
PCCB_WQX,PCCB_WQX-977308,FFM 977308,River/Stream,7100008,41.5685,-93.5224,19,153,STORET
PCCB_WQX,PCCB_WQX-977309,FDR 977309,River/Stream,7100008,41.7366,-93.5706,19,153,STORET
PCCB_WQX,PCCB_WQX-977310,C04 977310,River/Stream,7080105,41.7896,-93.418,19,153,STORET
PCCB_WQX,PCCB_WQX-977311,C38 977311,River/Stream,7080105,41.7465,-93.3816,19,153,STORET
PCCB_WQX,PCCB_WQX-977312,FMC 977312,River/Stream,7100008,41.6671,-93.5463,19,153,STORET
PCCB_WQX,PCCB_WQX-977313,JPW 977313,River/Stream,7100004,41.7878,-93.791,19,153,STORET
PCCB_WQX,PCCB_WQX-977321,FLF 977321,River/Stream,7100008,41.600049,-93.521108,19,153,STORET
PCCB_WQX,PCCB_WQX-977322,SSN 977322,River/Stream,7080105,41.710096,-93.376935,19,153,STORET
PCCB_WQX,PCCB_WQX-977323,ELM 977323,River/Stream,7100008,41.529457,-93.554754,19,153,STORET
PCCB_WQX,PCCB_WQX-977324,FLF 977324,River/Stream,7100008,41.646061,-93.476851,19,153,STORET
PCCB_WQX,PCCB_WQX-977325,CCW 977325,River/Stream,7100008,41.571387,-93.600861,19,153,STORET
PCCB_WQX,PCCB_WQX-977326,CLI 977326,River/Stream,7100008,41.557909,-93.564256,19,153,STORET
PCCB_WQX,PCCB_WQX-977327,IIN 977327,River/Stream,7080105,41.8566,-93.3862,19,153,STORET
PCCB_WQX,PCCB_WQX-977328,DSM 977328,River/Stream,7100004,41.6153,-93.6322,19,153,STORET
PCCB_WQX,PCCB_WQX-977329,DSM 977329,River/Stream,7100008,41.5688,-93.5777,19,153,STORET
PCCB_WQX,PCCB_WQX-977330,WGC 977330,River/Stream,7100006,41.60405,-93.684783,19,153,STORET
PCCB_WQX,PCCB_WQX-977331,FFM 977331,River/Stream,7100008,41.804122,-93.601439,19,153,STORET
PCCB_WQX,PCCB_WQX-977332,FFM 977332,River/Stream,7100008,41.805758,-93.615953,19,153,STORET
PCCB_WQX,PCCB_WQX-977333,DGW 977333,River/Stream,7100006,41.5805449,-93.681976,19,153,STORET
PCCB_WQX,PCCB_WQX-977334,DGE 977334,River/Stream,7100006,41.5820693,-93.6796577,19,153,STORET
PCCB_WQX,PCCB_WQX-977335,DGS 977335,River/Stream,7100006,41.5753775,-93.6840274,19,153,STORET
